ItemId,categoryid,parentid
235479,1301,1034
235480,1085,1228
235481,324,1145
235485,1171,938
235486,959,1095
235487,390,1546
235490,1070,1423
235492,828,293
235493,1082,866
235494,617,131
235496,1455,213
235498,1172,810
235501,348,1499
235504,691,1079
235505,342,500
235506,1142,485
235508,1373,872
235510,1613,250
235511,1240,1546
235512,242,1531
235515,1301,1034
235518,184,1009
235519,1545,866
235520,1325,1684
235521,342,500
235522,957,1306
235526,130,145
235527,828,293
235529,270,143
235530,86,937
235533,686,594
235535,1007,485
235536,1250,1423
235539,491,679
235542,1018,1331
235545,1147,1027
235546,217,908
235547,414,206
235548,1244,500
235550,1196,1181
235554,284,1009
235558,1580,441
235562,808,1272
235563,508,362
235564,671,1426
235565,330,986
235567,1412,107
235568,741,362
235569,282,113
235570,1338,1278
235573,1301,1034
235576,1250,1423
235578,403,1687
235579,546,250
235580,618,105
235582,1680,587
235583,173,788
235586,1007,485
235587,1204,1215
235588,84,1308
235590,1084,194
235591,342,500
235592,1069,362
235593,173,788
235595,1053,187
235597,844,1458
235600,1205,580
235607,1472,605
235608,1567,1531
235610,633,568
235611,792,805
235612,324,1145
235615,411,561
235618,1674,1420
235620,1338,1278
235621,730,1482
235623,546,250
235626,273,362
235628,179,1259
235630,833,901
235631,1455,213
235636,499,986
235637,1298,335
235639,1493,594
235641,1070,1423
235642,330,986
235643,508,362
235646,242,1531
235647,1663,1398
235650,1228,121
235651,65,293
235653,279,777
235654,1680,587
235655,1472,605
235658,1,854
235661,1680,587
235662,1611,1081
235664,65,293
235665,324,1145
235666,1697,623
235667,498,506
235670,1171,938
235671,1142,485
235673,1179,580
235675,1321,1618
235676,1359,1215
235677,228,1482
235685,324,1145
235687,1625,1141
235688,342,500
235690,1250,1423
235691,741,362
235692,421,1424
235693,1680,587
235696,1173,805
235698,1029,1181
235701,1506,213
235702,535,426
235703,926,852
235707,1674,1420
235712,228,1482
235714,1135,1329
235715,1342,362
235718,1221,1426
235719,686,594
235722,227,602
235723,342,500
235724,1318,986
235725,35,20
235729,1277,312
235731,806,1497
235732,1623,1066
235733,389,1259
235734,173,788
235740,779,1669
235741,730,1482
235742,1061,1259
235743,1078,1249
235744,1419,362
235746,439,1012
235748,1277,312
235749,1625,1141
235750,449,1139
235751,324,1145
235753,959,1095
235756,208,33
235757,1483,561
235759,834,1056
235761,389,1259
235763,1172,810
235764,333,1497
235765,780,1067
235768,48,500
235769,1503,580
235770,749,1687
235771,1173,805
235774,50,312
235776,1231,901
235777,1205,580
235785,173,788
235787,1217,630
235790,1188,1497
235792,1142,485
235793,1533,602
235794,1663,1398
235795,1317,897
235796,959,1095
235797,1007,485
235798,646,1606
235801,1244,500
235802,173,788
235806,914,226
235808,598,362
235809,959,1095
235811,1070,1423
235813,1680,587
235815,1255,587
235818,1649,945
235820,1173,805
235822,64,206
235823,1279,1606
235824,196,1667
235825,1351,795
235826,1221,1426
235827,769,587
235831,1301,1034
235832,683,1606
235833,508,362
235834,333,1497
235836,242,1531
235837,1674,1420
235838,686,594
235840,217,908
235842,1301,1034
235843,1135,1329
235844,619,145
235846,1172,810
235848,342,500
235849,1344,713
235850,421,1424
235853,739,1181
235855,251,194
235856,1530,879
235860,646,1606
235862,1007,485
235863,769,587
235864,84,1308
235865,769,587
235866,1007,485
235867,173,788
235870,996,1259
235873,1393,1383
235876,342,500
235877,74,250
235879,881,1012
235880,1500,1515
235881,1007,485
235883,598,362
235886,173,788
235889,691,1079
235892,1561,250
235893,286,1214
235894,173,788
235896,996,1259
235900,1069,362
235902,1261,25
235903,1262,1658
235904,1301,1034
235905,833,901
235906,1074,339
235907,904,114
235909,1069,362
235910,1603,520
235912,1114,113
235913,1603,520
235914,959,1095
235917,209,293
235922,1635,866
235924,1287,1009
235925,1084,194
235926,723,995
235927,209,293
235928,1250,1423
235929,1,854
235930,1418,896
235931,130,145
235933,1006,1546
235936,1578,1249
235937,1680,587
235938,342,500
235942,276,1516
235943,1542,745
235945,196,1667
235949,1301,1034
235950,988,727
235955,1007,485
235958,342,500
235959,1533,602
235961,225,593
235962,586,1519
235963,421,1424
235964,683,1606
235965,1093,1101
235966,678,250
235967,1342,362
235970,617,131
235971,828,293
235976,416,1299
235977,535,426
235979,70,8
235986,1694,1621
235988,828,293
235990,1163,561
235991,342,500
235992,619,145
235994,173,788
235996,1421,105
235998,1073,580
235999,1016,213
236000,619,145
236001,1455,213
236004,562,986
236008,1419,362
236009,1193,1453
236011,789,14
236019,1078,1249
236021,844,1458
236022,1533,602
236026,1301,1034
236028,549,781
236030,1250,1423
236031,1007,485
236033,1142,485
236036,769,587
236037,479,520
236038,1355,312
236040,1076,986
236041,1186,312
236043,173,788
236044,1489,1009
236045,1378,322
236046,1250,1423
236050,1483,561
236051,242,1531
236058,739,1181
236060,1261,25
236061,493,1331
236065,646,1606
236069,342,500
236070,184,1009
236071,209,293
236072,1338,1278
236074,1355,312
236076,1007,485
236077,198,1009
236078,535,426
236079,35,20
236081,289,1416
236083,342,500
236085,1230,8
236086,242,1531
236089,1082,866
236090,1677,896
236091,1301,1034
236092,268,138
236095,1627,827
236100,1388,1249
236103,173,788
236104,769,587
236105,686,594
236107,741,362
236109,818,852
236110,1147,1027
236113,844,1458
236115,729,1175
236122,642,250
236124,273,362
236125,1276,441
236126,1285,1259
236132,1491,440
236133,1070,1423
236136,1663,1398
236137,936,143
236139,342,500
236140,1493,594
236141,683,1606
236143,1421,105
236144,1567,1531
236146,354,1009
236149,1059,1696
236152,1512,1687
236153,342,500
236154,1375,805
236157,529,623
236158,356,92
236160,1301,1034
236161,1070,1423
236162,374,131
236164,342,500
236166,936,143
236169,65,293
236170,191,1383
236172,926,852
236174,589,1308
236175,1221,1426
236176,1035,920
236177,959,1095
236179,1286,854
236180,342,500
236181,330,986
236183,1474,480
236184,1509,620
236186,130,145
236188,508,362
236189,1483,561
236190,598,362
236191,789,14
236192,282,113
236193,730,1482
236194,173,788
236195,1454,1596
236197,864,994
236199,1301,1034
236204,342,500
236205,844,1458
236206,74,250
236207,618,105
236210,1069,362
236212,1117,14
236216,1287,1009
236218,1338,1278
236222,198,1009
236223,342,500
236224,84,1308
236225,237,1550
236227,389,1259
236229,227,602
236232,844,1458
236233,84,1308
236235,769,587
236238,1539,990
236240,1070,1423
236241,195,1079
236244,1018,1331
236245,1273,125
236249,1674,1420
236250,1634,143
236251,1120,250
236255,1007,485
236256,1697,623
236259,1301,1034
236261,227,602
236266,48,500
236268,1603,520
236270,273,362
236273,84,1308
236274,1070,1423
236276,683,1606
236287,389,1259
236288,637,92
236291,617,131
236295,1483,561
236297,1070,1423
236298,195,1079
236299,715,402
236300,227,602
236301,242,1531
236304,610,1239
236306,598,362
236307,1506,213
236308,1404,593
236309,1301,1034
236310,1142,485
236314,1445,293
236317,617,131
236320,421,1424
236322,389,1259
236323,1545,866
236325,111,362
236327,637,92
236328,284,1009
236330,1317,897
236331,1070,1423
236332,389,1259
236333,1231,901
236335,606,810
236337,924,1416
236338,1301,1034
236339,330,986
236340,1171,938
236346,1205,580
236348,1221,1426
236349,1663,1398
236351,1244,500
236352,227,602
236353,937,1174
236358,1059,1696
236359,209,293
236362,1221,1426
236363,546,250
236367,1405,1423
236369,780,1067
236370,1512,1687
236372,403,1687
236374,239,1515
236376,646,1606
236377,624,871
236378,686,594
236381,342,500
236382,619,145
236384,926,852
236385,126,871
236387,342,500
236388,414,206
236390,1408,1259
236392,1164,1266
236393,268,138
236396,324,1145
236398,333,1497
236399,1613,250
236400,683,1606
236402,242,1531
236406,342,500
236417,1603,520
236419,48,500
236421,352,859
236423,1359,1215
236425,220,795
236426,988,727
236427,106,381
236429,818,852
236433,1250,1423
236437,1018,1331
236438,546,250
236441,1148,1696
236442,1578,1249
236444,233,630
236445,691,1079
236446,282,113
236447,84,1308
236449,1404,593
236451,416,1299
236454,1378,322
236456,844,1458
236460,1305,1214
236462,1051,955
236464,333,1497
236469,173,788
236472,64,206
236473,1680,587
236475,972,1249
236479,1255,587
236481,1250,1423
236483,1277,312
236489,1421,105
236491,130,145
236493,173,788
236500,1680,587
236503,1205,580
236504,342,500
236505,342,500
236509,730,1482
236510,41,1658
236511,999,1621
236512,1186,312
236513,284,1009
236514,242,1531
236515,1142,485
236516,1051,955
236518,1355,312
236520,1076,986
236521,47,381
236522,1498,580
236523,1119,125
236526,1070,1423
236527,1533,602
236530,518,362
236534,1285,1259
236536,1662,630
236541,64,206
236543,1061,1259
236544,1623,1066
236545,327,92
236546,683,1606
236548,1285,1259
236550,1650,1426
236551,1301,1034
236552,490,647
236554,546,250
236555,1454,1596
236556,1301,1034
236558,936,143
236559,646,1606
236567,175,1492
236571,3,1281
236572,173,788
236574,396,164
236575,1048,1308
236576,1355,312
236579,1454,1596
236580,424,341
236581,535,426
236583,1231,901
236586,936,143
236587,1098,897
236589,1301,1034
236590,535,426
236592,72,620
236593,1680,587
236594,1483,561
236595,1373,872
236596,1338,1278
236597,1084,194
236599,1179,580
236603,1255,587
236608,1279,1606
236609,1344,713
236610,130,145
236614,936,143
236616,130,145
236619,1120,250
236621,1493,594
236624,1560,293
236625,1261,25
236629,959,1095
236630,1694,1621
236631,1263,1637
236634,195,1079
236636,739,1181
236639,921,143
236640,84,1308
236643,1007,485
236646,646,1606
236648,1007,485
236651,562,986
236654,1035,920
236656,1,854
236657,1255,587
236658,844,1458
236659,769,587
236660,342,500
236662,1634,143
236664,1221,1426
236665,529,623
236666,598,362
236667,248,1596
236674,1007,485
236675,1378,322
236676,282,113
236680,1301,1034
236681,396,164
236682,1255,587
236683,618,105
236684,586,1519
236686,475,1550
236689,1061,1259
236694,208,33
236695,1639,1181
236696,1338,1278
236697,828,293
236702,333,1497
236704,342,500
236707,342,500
236713,801,766
236714,1628,605
236715,1393,1383
236716,173,788
236717,719,908
236718,1685,339
236723,769,587
236728,1343,25
236730,173,788
236731,1277,312
236735,50,312
236736,683,1606
236737,535,426
236738,1504,587
236740,1277,312
236745,927,605
236746,924,1416
236747,686,594
236748,1318,986
236751,1219,121
236752,576,1034
236753,595,186
236754,1679,893
236760,371,1482
236761,1221,1426
236763,508,362
236764,741,362
236765,1286,854
236766,1070,1423
236767,1421,105
236772,1221,1426
236775,671,1426
236778,1051,955
236779,1006,1546
236780,1381,336
236781,324,1145
236782,739,1181
236788,584,709
236789,330,986
236791,741,362
236792,342,500
236793,1412,107
236795,739,1181
236796,319,92
236797,342,500
236798,959,1095
236800,490,647
236801,1358,1009
236802,558,92
236804,196,1667
236808,196,1667
236809,1578,1249
236810,1421,105
236811,1277,312
236814,1051,955
236815,242,1531
236816,184,1009
236817,586,1519
236819,403,1687
236826,227,602
236827,196,1667
236828,208,33
236831,535,426
236832,479,520
236833,769,587
236834,227,602
236835,1301,1034
236836,208,33
236837,1483,561
236838,65,293
236843,1408,1259
236846,65,293
236847,1653,393
236851,330,986
236852,1680,587
236854,1221,1426
236855,394,1041
236858,1680,587
236859,244,1495
236860,1196,1181
236861,1374,1278
236866,414,206
236867,173,788
236869,421,1424
236874,1483,561
236876,1018,1331
236877,209,293
236879,1573,14
236881,1167,250
236882,828,293
236883,1113,1145
236884,1277,312
236885,330,986
236886,249,164
236888,342,500
236889,1429,593
236891,342,500
236893,1193,1453
236894,579,1371
236897,1578,1249
236898,1483,561
236899,1221,1426
236906,1301,1034
236907,130,145
236914,1090,648
236920,1113,1145
236921,1605,1531
236924,374,131
236925,1663,1398
236926,1142,485
236927,1020,1329
236929,84,1308
236932,1528,1426
236933,1503,580
236934,436,1518
236938,599,1499
236940,508,362
236941,64,206
236943,130,145
236944,1007,485
236946,1421,105
236950,952,362
236951,342,500
236954,1542,745
236955,789,14
236956,1650,1426
236958,1051,955
236959,646,1606
236963,1098,897
236967,472,1259
236969,1393,1383
236972,1142,485
236979,421,1424
236980,414,206
236981,1477,206
236983,1135,1329
236987,333,1497
236990,558,92
236991,360,1174
236994,1007,485
236995,1171,938
236996,828,293
236997,134,1028
236998,1680,587
237004,1663,1398
237005,1007,485
237006,47,381
237008,996,1259
237009,801,766
237010,224,1487
237011,1666,1684
237013,1493,594
237014,421,1424
237015,342,500
237017,51,955
237020,481,1009
237021,1279,1606
237023,1680,587
237026,342,500
237028,618,105
237032,1378,322
237034,828,293
237037,1572,1326
237044,601,732
237045,1007,485
237048,173,788
237049,586,1519
237052,219,1081
237053,272,1687
237056,973,20
237058,610,1239
237060,823,1259
237062,598,362
237064,1163,561
237066,1172,810
237068,1343,25
237069,242,1531
237070,637,92
237075,173,788
237076,342,500
237081,1318,986
237083,844,1458
237085,828,293
237087,1498,580
237088,1542,745
237090,1421,105
237094,360,1174
237096,1625,1141
237099,1421,105
237100,1244,500
237102,1355,312
237103,998,653
237105,173,788
237106,1205,580
237110,324,1145
237112,173,788
237116,304,1673
237122,1301,1034
237123,1172,810
237124,173,788
237129,523,593
237132,1231,901
237133,234,322
237135,739,1181
237137,769,587
237138,56,1497
237143,227,602
237146,1387,933
237147,680,114
237148,1069,362
237150,1301,1034
237155,842,1518
237158,1142,485
237164,292,1426
237165,1007,485
237166,959,1095
237167,503,1604
237168,242,1531
237170,342,500
237171,227,602
237172,452,561
237174,984,827
237175,799,920
237176,1221,1426
237182,1221,1426
237183,624,871
237187,434,968
237188,1536,1175
237189,1142,485
237190,70,8
237191,358,1257
237192,546,250
237194,342,500
237196,342,500
237198,64,206
237199,769,587
237200,619,145
237202,1483,561
237205,508,362
237206,479,520
237207,1135,1329
237208,1051,955
237209,739,1181
237210,1404,593
237211,924,1416
237212,1301,1034
237213,1221,1426
237214,1096,92
237216,1301,1034
237218,746,1200
237220,1244,500
237222,342,500
237223,225,593
237225,1070,1423
237226,342,500
237227,1483,561
237228,533,1299
237230,1404,593
237232,1007,485
237234,58,766
237237,290,207
237238,421,1424
237240,860,1515
237241,1441,1566
237242,806,1497
237243,619,145
237246,819,798
237249,988,727
237253,652,127
237257,499,986
237259,996,1259
237260,769,587
237262,1303,252
237265,1142,485
237266,1250,1423
237267,789,14
237269,1142,485
237272,1061,1259
237275,1196,1181
237276,845,1430
237278,342,500
237280,682,938
237281,173,788
237283,769,587
237286,741,362
237295,1301,1034
237299,1477,206
237300,1301,1034
237304,739,1181
237306,173,788
237307,1476,1081
237309,977,871
237311,173,788
237313,228,1482
237318,1650,1426
237319,1007,485
237324,1343,25
237325,65,293
237326,1638,766
237327,782,1562
237328,1493,594
237332,1392,1041
237334,1255,587
237336,586,1519
237338,124,104
237339,839,33
237341,1560,293
237342,166,1259
237344,1091,573
237348,1378,322
237353,1280,605
237354,1431,1066
237358,1694,1621
237359,272,1687
237361,828,293
237365,1572,1326
237366,958,1041
237369,333,1497
237371,1142,485
237372,1477,206
237373,319,92
237377,1301,1034
237378,818,852
237380,595,186
237381,1280,605
237382,928,20
237383,173,788
237385,1070,1423
237386,1061,1259
237387,1402,250
237388,1282,25
237389,1007,485
237391,29,1678
237392,988,727
237393,126,871
237394,819,798
237395,1007,485
237396,1611,1081
237397,1255,587
237398,741,362
237402,1250,1423
237405,1,854
237407,48,500
237412,1172,810
237415,646,1606
237417,1258,1386
237418,1076,986
237419,227,602
237420,936,143
237422,159,1028
237424,196,1667
237425,642,250
237428,1498,580
237429,1277,312
237430,1483,561
237432,589,1308
237436,126,871
237439,1285,1259
237440,1317,897
237443,1577,362
237444,56,1497
237445,1171,938
237451,338,275
237452,1542,745
237453,1277,312
237454,26,1546
237457,1418,896
237458,1051,955
237459,1301,1034
237467,1675,1550
237469,926,852
237472,64,206
237474,988,727
237480,259,71
237482,624,871
237483,244,1495
237486,1221,1426
237487,131,1486
237491,1247,593
237492,1301,1034
237497,1286,854
237501,342,500
237507,387,1621
237508,704,1426
237511,1674,1420
237512,1613,250
237514,173,788
237517,562,986
237518,421,1424
237519,1301,1034
237520,1250,1423
237522,173,788
237523,1674,1420
237525,1303,252
237526,962,945
237527,69,485
237528,342,500
237530,683,1606
237531,1480,1398
237534,1007,485
237537,1029,1181
237538,1142,485
237539,860,1515
237541,546,250
237543,1493,594
237544,1147,1027
237548,342,500
237552,1393,1383
237554,1271,1259
237555,906,1687
237558,686,594
237559,1613,250
237560,741,362
237561,1173,805
237562,531,1058
237564,686,594
237565,959,1095
237570,1250,1423
237571,217,908
237573,352,859
237574,1375,805
237576,801,766
237578,769,587
237580,316,605
237581,179,1259
237583,970,275
237584,342,500
237585,1231,901
237589,1533,602
237591,1285,1259
237592,1301,1034
237593,1279,1606
237594,1142,485
237595,47,381
237596,35,20
237598,1504,587
237599,1076,986
237602,1261,25
237604,1147,1027
237606,1356,1306
237607,342,500
237608,316,605
237613,1120,250
237614,89,937
237615,196,1667
237616,130,145
237618,256,1257
237621,1084,194
237623,792,805
237625,64,206
237628,518,362
237629,558,92
237630,1091,573
237636,7,250
237637,1680,587
237639,342,500
237643,1402,250
237647,1007,485
237648,421,1424
237650,578,1278
237651,996,1259
237652,1022,252
237653,267,1566
237655,1493,594
237656,1301,1034
237657,1,854
237660,1120,250
237662,1179,580
237663,915,1550
237664,691,1079
237666,1393,1383
237669,1680,587
237673,1142,485
237674,686,594
237675,584,709
237676,1393,1383
237678,1355,312
237680,342,500
237682,389,1259
237686,1053,187
237689,111,362
237690,1142,485
237691,1007,485
237692,1086,250
237693,421,1424
237694,1301,1034
237695,1609,383
237696,173,788
237697,927,605
237698,64,206
237699,130,145
237703,1343,25
237704,242,1531
237711,1338,1278
237712,769,587
237716,1542,745
237718,434,968
237720,530,432
237721,561,395
237724,1634,143
237725,48,500
237727,342,500
237732,219,1081
237734,1380,1618
237735,403,1687
237737,1221,1426
237740,1007,485
237741,1404,593
237743,1147,1027
237744,1114,113
237746,330,986
237748,767,170
237751,642,250
237753,1529,805
237754,936,143
237755,1680,587
237764,1663,1398
237765,619,145
237766,130,145
237767,1680,587
237770,64,206
237772,1250,1423
237773,1483,561
237774,319,92
237779,1384,1458
237780,1084,194
237781,1301,1034
237784,42,170
237786,1069,362
237789,1403,440
237790,1560,293
237791,1255,587
237793,691,1079
237797,173,788
237800,1142,485
237801,769,587
237804,289,1416
237807,1070,1423
237808,1007,485
237810,535,426
237811,921,143
237813,523,593
237815,730,1482
237816,390,1546
237817,1663,1398
237818,1237,623
237819,342,500
237820,1196,1181
237824,1359,1215
237827,209,293
237828,354,1009
237831,1261,25
237837,1298,335
237842,330,986
237843,1421,105
237844,1366,1292
237845,1007,485
237847,959,1095
237848,1007,485
237850,217,908
237851,816,623
237852,1390,121
237853,439,1012
237854,1084,194
237857,389,1259
237863,124,104
237864,799,920
237865,769,587
237869,508,362
237870,173,788
237871,501,1009
237874,1418,896
237876,1186,312
237882,236,647
237884,598,362
237887,64,206
237888,508,362
237889,1404,593
237890,74,250
237893,227,602
237896,1493,594
237897,683,1606
237898,769,587
237899,195,1079
237900,1526,1621
237901,914,226
237902,1007,485
237904,959,1095
237907,1098,897
237910,387,1621
237912,381,1482
237913,1343,25
237914,1639,1181
237915,1073,580
237916,1098,897
237925,562,986
237927,1285,1259
237930,53,1202
237931,1120,250
237932,959,1095
237933,1625,1141
237934,892,14
237936,173,788
237937,130,145
237938,1344,713
237939,1147,1027
237941,330,986
237944,1070,1423
237946,208,33
237948,354,1009
237950,1560,293
237953,618,105
237956,1542,745
237962,1254,520
237965,1147,1027
237966,499,986
237967,1061,1259
237969,244,1495
237972,35,20
237973,892,14
237974,130,145
237975,844,1458
237976,1623,1066
237983,1250,1423
237984,789,14
237986,1429,593
237988,619,145
237990,406,872
237992,1054,520
237994,806,1497
237995,1378,322
237996,1007,485
237997,739,1181
237999,1500,1515
238000,342,500
238003,1219,121
238004,436,1518
238005,421,1424
238008,1007,485
238011,1674,1420
238012,741,362
238013,619,145
238014,828,293
238015,1061,1259
238018,1384,1458
238019,289,1416
238021,160,605
238023,1172,810
238026,1142,485
238030,1250,1423
238031,1665,945
238032,642,250
238033,1301,1034
238034,769,587
238035,342,500
238038,1645,1534
238040,558,92
238043,1530,879
238044,1061,1259
238048,1642,121
238049,619,145
238056,1301,1034
238058,1023,886
238060,198,1009
238061,1483,561
238062,1666,1684
238063,1007,485
238065,1542,745
238066,1321,1618
238068,575,1257
238071,50,312
238072,342,500
238075,1244,500
238079,1317,897
238080,988,727
238081,342,500
238083,769,587
238084,1250,1423
238085,1613,250
238086,342,500
238087,1007,485
238091,1466,905
238093,64,206
238095,403,1687
238096,976,1009
238097,1263,1637
238103,353,755
238107,598,362
238108,858,1426
238109,1210,1259
238110,508,362
238111,988,727
238114,1191,61
238119,1167,250
238120,558,92
238121,518,362
238122,173,788
238123,844,1458
238124,959,1095
238125,437,92
238126,1010,755
238127,494,768
238129,84,1308
238131,1142,485
238132,1613,250
238133,342,500
238135,1674,1420
238136,198,1009
238137,936,143
238141,270,143
238142,51,955
238143,490,647
238145,449,1139
238149,686,594
238150,1402,250
238151,227,602
238155,1301,1034
238158,642,250
238162,988,727
238164,65,293
238165,959,1095
238166,160,605
238167,1301,1034
238168,741,362
238170,69,485
238171,1070,1423
238172,730,1482
238173,769,587
238177,1342,362
238180,842,1518
238181,741,362
238183,546,250
238187,646,1606
238190,508,362
238191,1578,1249
238194,1663,1398
238195,801,766
238198,1113,1145
238200,1639,1181
238203,1483,561
238204,463,250
238205,1120,250
238208,272,1687
238210,342,500
238213,769,587
238214,242,1531
238217,1221,1426
238218,342,500
238219,324,1145
238221,1320,879
238223,1163,561
238227,801,766
238228,646,1606
238229,1529,805
238230,1070,1423
238231,1084,194
238232,51,955
238235,1051,955
238237,175,1492
238241,463,250
238244,117,1492
238246,1120,250
238247,1493,594
238248,619,145
238249,1059,1696
238250,976,1009
238251,173,788
238252,1007,485
238255,1343,25
238257,686,594
238258,1675,1550
238260,324,1145
238263,268,138
238264,789,14
238268,414,206
238269,1250,1423
238270,1403,440
238271,1076,986
238272,1408,1259
238274,1419,362
238275,1474,480
238278,1483,561
238282,1510,1009
238283,475,1550
238286,769,587
238287,1244,500
238289,196,1667
238292,743,418
238293,173,788
238295,1026,351
238296,780,1067
238297,342,500
238299,1522,1009
238300,936,143
238302,1301,1034
238303,769,587
238306,828,293
238309,1244,500
238310,546,250
238312,695,959
238314,1511,409
238315,1250,1423
238316,86,937
238320,184,1009
238321,1542,745
238322,1173,805
238324,1120,250
238326,769,587
238328,1376,480
238329,352,859
238331,337,653
238332,196,1667
238333,173,788
238336,958,1041
238337,1378,322
238338,558,92
238340,1070,1423
238341,324,1145
238344,1248,1368
238345,1126,905
238350,65,293
238351,730,1482
238354,1069,362
238355,895,1499
238358,1250,1423
238359,342,500
238361,769,587
238363,1091,573
238364,1061,1259
238365,317,314
238366,1672,1251
238368,1086,250
238369,386,1095
238372,508,362
238374,173,788
238375,1070,1423
238376,958,1041
238377,352,859
238379,173,788
238380,421,1424
238381,1503,580
238382,1338,1278
238383,546,250
238384,518,362
238385,739,1181
238387,1675,1550
238391,261,1229
238396,1007,485
238399,270,143
238400,354,1009
238402,977,871
238406,730,1482
238407,342,500
238410,1113,1145
238411,342,500
238417,1619,1398
238423,914,226
238426,342,500
238430,531,1058
238431,1049,1606
238433,1006,1546
238435,1006,1546
238436,1172,810
238439,1118,727
238440,342,500
238442,1135,1329
238443,421,1424
238444,1663,1398
238446,1253,127
238447,1613,250
238448,333,1497
238452,1503,580
238453,744,105
238454,1623,1066
238459,1236,1141
238460,195,1079
238463,1255,587
238465,406,872
238466,64,206
238468,984,827
238476,331,1487
238477,924,1416
238478,1186,312
238479,173,788
238480,160,605
238483,472,1259
238484,389,1259
238485,342,500
238487,242,1531
238493,1244,500
238495,613,798
238496,1374,1278
238498,47,381
238500,1542,745
238501,389,1259
238502,1388,1249
238508,1393,1383
238511,691,1079
238512,828,293
238513,491,679
238515,1159,71
238520,508,362
238522,1173,805
238523,976,1009
238525,769,587
238529,1393,1383
238530,1244,500
238531,1084,194
238533,619,145
238537,1070,1423
238543,1113,1145
238544,1007,485
238545,741,362
238547,839,33
238548,1694,1621
238552,860,1515
238553,342,500
238554,34,1368
238556,1376,480
238558,523,593
238559,1142,485
238561,1172,810
238562,416,1299
238563,508,362
238564,1542,745
238565,233,630
238567,572,1066
238568,656,1125
238572,130,145
238574,34,1368
238576,242,1531
238581,421,1424
238585,464,143
238586,523,593
238594,860,1515
238596,1217,630
238598,196,1667
238600,844,1458
238601,65,293
238603,1560,293
238604,1255,587
238605,952,362
238607,1167,250
238609,1231,901
238610,65,293
238611,1418,896
238612,739,1181
238613,1483,561
238614,342,500
238616,198,1009
238617,348,1499
238620,1147,1027
238626,936,143
238627,389,1259
238631,1613,250
238632,1474,480
238633,1679,893
238634,284,1009
238635,991,1259
238636,1690,593
238637,1301,1034
238638,198,1009
238639,1447,351
238642,1245,1259
238643,1196,1181
238645,914,226
238646,1483,561
238648,342,500
238649,1142,485
238652,681,8
238653,1542,745
238654,74,250
238655,1301,1034
238656,1007,485
238659,1169,92
238661,1384,1458
238663,1051,955
238664,1126,905
238670,618,105
238671,1007,485
238672,1301,1034
238673,1373,872
238674,421,1424
238675,342,500
238676,589,1308
238681,1007,485
238682,461,1229
238686,1634,143
238687,173,788
238689,595,186
238691,1258,1386
238692,1171,938
238693,924,1416
238698,338,275
238699,1007,485
238701,1254,520
238702,1493,594
238703,1282,25
238705,196,1667
238706,1338,1278
238707,1044,1687
238708,765,1229
238709,1474,480
238710,1246,945
238712,1477,206
238715,906,1687
238718,959,1095
238719,1007,485
238724,997,187
238725,1258,1386
238726,1659,825
238733,1051,955
238735,1674,1420
238736,691,1079
238737,1474,480
238738,1277,312
238739,48,500
238740,273,362
238741,1051,955
238742,769,587
238743,65,293
238745,562,986
238746,179,1259
238747,924,1416
238749,988,727
238753,985,1502
238754,1173,805
238755,535,426
238757,618,105
238758,1135,1329
238759,158,1621
238762,857,1272
238763,1221,1426
238766,1625,1141
238767,259,71
238773,48,500
238774,1255,587
238775,184,1009
238776,1680,587
238780,1619,1398
238784,1250,1423
238785,69,485
238786,742,1067
238788,646,1606
238789,1082,866
238792,508,362
238794,1061,1259
238797,1142,485
238801,801,766
238804,1694,1621
238806,926,852
238807,1675,1550
238808,1084,194
238809,498,506
238812,173,788
238814,403,1687
238815,1280,605
238818,1680,587
238819,1404,593
238821,769,587
238822,558,92
238823,1070,1423
238826,1418,896
238827,1007,485
238828,1186,312
238829,1611,1081
238833,1250,1423
238835,70,8
238840,1007,485
238841,1542,745
238844,952,362
238846,242,1531
238847,921,143
238848,130,145
238849,595,186
238852,239,1515
238855,1119,125
238856,414,206
238857,1301,1034
238859,1147,1027
238860,1142,485
238862,126,871
238864,1060,25
238867,342,500
238870,1598,229
238874,558,92
238876,546,250
238878,310,1139
238882,1007,485
238883,272,1687
238886,769,587
238887,1338,1278
238888,1613,250
238890,1029,1181
238891,1338,1278
238892,242,1531
238894,518,362
238896,1639,1181
238898,1250,1423
238899,208,33
238902,987,1426
238905,1135,1329
238911,1663,1398
238915,1611,1081
238917,1148,1696
238918,984,827
238919,209,293
238926,508,362
238928,1261,25
238930,342,500
238932,1343,25
238933,575,1257
238934,1191,61
238935,389,1259
238937,111,362
238939,1338,1278
238941,1388,1249
238942,1509,620
238943,686,594
238945,729,1175
238946,678,250
238949,1135,1329
238953,414,206
238957,195,1079
238958,1076,986
238961,1552,1259
238962,1070,1423
238963,1279,1606
238964,1007,485
238967,1393,1383
238968,1279,1606
238971,1070,1423
238972,1560,293
238977,1002,879
238978,1061,1259
238979,173,788
238980,1378,322
238982,491,679
238984,967,378
238985,333,1497
238986,1493,594
238987,1248,1368
238989,1250,1423
238990,1533,602
238991,333,1497
238992,342,500
238994,242,1531
238995,1279,1606
238997,996,1259
238999,1007,485
239000,1221,1426
239005,1301,1034
239007,1205,580
239009,1388,1249
239010,224,1487
239011,1650,1426
239014,936,143
239019,1328,432
